YearBuilt,YearRemodeled,Condition,FinSqFt,Cooling,FP_Open,Bedroom,FullBath,HalfBath,TotalRooms,LotSize,LandValue,ImprovementsValue,TotalValue,LastSalePrice,LastSaleDate,ESDistrict,MSDistrict,HSDistrict,CensusTract,Age,Remodeled,FP
2001,NA,Average,3061,Central Air,1,4,3,1,11,0.27,155000,431500,586500,458000,09/21/2012,Hollymead,Sutherland,Albemarle,103,21,0,1
2002,NA,Average,2893,Central Air,1,5,3,1,11,0.27,155000,378800,533800,0,08/07/2012,Hollymead,Sutherland,Albemarle,103,20,0,1
2005,NA,Average,2839,Central Air,1,6,3,1,12,0.254,155000,396300,551300,472500,03/31/2011,Hollymead,Sutherland,Albemarle,103,17,0,1
2001,NA,Average,2508,Central Air,1,5,3,1,11,0.254,155000,354200,509200,0,12/12/2005,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2449,Central Air,1,4,2,1,8,0.27,155000,327600,482600,304950,12/03/2001,Hollymead,Sutherland,Albemarle,103,21,0,1
2002,NA,Average,3180,Central Air,1,5,4,1,10,0.587,182300,462700,645000,485000,06/01/2010,Hollymead,Sutherland,Albemarle,103,20,0,1
2001,NA,Average,2492,Central Air,1,4,2,2,10,0.453,167400,321900,489300,485550,06/06/2017,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,3016,Central Air,1,5,3,1,13,0.313,166000,392100,558100,495000,06/16/2010,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2346,Central Air,1,5,3,1,10,0.256,155000,325700,480700,439000,08/20/2010,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2580,Central Air,1,4,3,1,10,0.276,155000,354000,509000,470000,02/24/2015,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2312,Central Air,1,4,2,1,8,0.319,154900,325700,480600,0,07/02/2019,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2867,Central Air,2,5,4,1,11,0.29,155000,454800,609800,0,07/23/2019,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,2325,Central Air,1,4,2,2,10,0.254,155000,317100,472100,425000,04/15/2014,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,3016,Central Air,1,4,2,1,10,0.346,169300,351400,520700,440000,06/29/2012,Hollymead,Sutherland,Albemarle,103,21,0,1
2001,NA,Average,3158,Central Air,1,5,3,1,10,0.309,166000,414800,580800,485000,06/14/2012,Hollymead,Sutherland,Albemarle,103,21,0,1
2000,2017,Good,3072,Central Air,3,4,2,1,8,0.443,160000,491100,651100,572000,06/13/2018,Woodbrook,Jouett,Albemarle,106.01,22,1,1
2000,NA,Average,2833,Central Air,1,6,3,1,10,0.387,160000,426900,586900,525000,03/09/2015,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,2020,Good,2867,Central Air,1,5,3,1,11,0.398,160000,458500,618500,525000,11/12/2020,Woodbrook,Jouett,Albemarle,106.01,22,1,1
2000,NA,Average,2470,Central Air,1,4,2,1,8,0.475,160000,320900,480900,420000,06/26/2014,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2740,Central Air,1,4,2,1,8,0.671,160000,365600,525600,460000,06/22/2010,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,3476,Central Air,1,6,5,0,10,0.687,152000,506400,658400,666500,06/11/2021,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,2852,Central Air,1,4,2,1,9,0.429,152000,390100,542100,399900,08/15/2003,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,2976,Central Air,1,4,3,1,8,0.488,152000,456400,608400,0,02/05/2014,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,2713,Central Air,2,5,3,1,9,0.511,152000,454500,606500,0,10/11/2007,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,3476,Central Air,1,5,4,0,10,0.434,160000,478900,638900,500500,12/08/2003,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2833,Central Air,1,4,3,1,9,0.508,152000,436400,588400,465000,04/25/2013,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,2713,Central Air,1,5,2,1,9,0.423,152000,409200,561200,0,01/13/2022,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,2480,Central Air,1,5,3,1,10,0.42,152000,406900,558900,567500,07/22/2010,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2713,Central Air,1,5,3,1,11,0.423,152000,494300,646300,0,07/22/2020,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,3280,Central Air,1,5,3,1,9,0.508,152000,458000,610000,0,07/16/2020,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2852,Central Air,1,4,3,1,9,0.337,160000,414200,574200,0,01/02/2003,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2961,Central Air,1,5,2,1,8,0.434,160000,378500,538500,440000,08/02/2018,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2943,Central Air,1,4,2,1,8,0.496,153600,399000,552600,334500,05/01/2002,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2824,Central Air,1,4,3,1,6,0.552,160000,475500,635500,621000,01/31/2022,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2917,Central Air,1,4,2,1,8,0.579,176000,523700,699700,550000,11/21/2014,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,2784,Central Air,1,4,3,1,8,0.588,176000,487600,663600,580000,03/08/2018,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,3374,Central Air,1,4,4,1,8,0.594,160000,547000,707000,669000,05/10/2021,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,3323,Central Air,1,6,4,0,9,0.543,160000,527900,687900,628000,08/01/2019,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,2841,Central Air,1,5,2,1,9,0.444,160000,388900,548900,0,06/18/2014,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2852,Central Air,1,4,2,1,9,0.436,160000,392200,552200,484000,11/01/2017,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,3526,Central Air,1,6,3,1,13,0.454,160000,507800,667800,565000,04/02/2012,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,3602,Central Air,1,5,4,1,8,0.385,160000,497700,657700,429950,07/24/2000,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2002,NA,Average,2740,Central Air,1,4,2,1,9,0.416,150400,357600,508000,341000,05/16/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
1999,NA,Average,2878,Central Air,1,5,3,1,11,0.55,160000,408700,568700,560000,06/01/2005,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,3038,Central Air,1,4,3,1,10,0.395,160000,384700,544700,395000,08/21/2003,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,3027,Central Air,1,3,3,1,7,0.453,160000,424600,584600,0,03/25/2021,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2738,Central Air,1,4,4,1,8,0.507,160000,547500,707500,400470,10/15/1999,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,3070,Central Air,1,3,2,1,7,0.348,160000,573900,733900,415000,08/24/2011,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2729,Central Air,1,3,2,1,7,0.31,160000,405500,565500,324000,11/18/1999,Woodbrook,Jouett,Albemarle,106.01,23,0,1
1999,NA,Average,2406,Central Air,2,4,3,1,8,0.31,160000,423300,583300,374000,08/22/2002,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2001,NA,Average,2313,Central Air,1,4,3,1,9,0.356,160000,343200,503200,500000,01/19/2021,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2000,NA,Average,3038,Central Air,1,4,2,1,10,0.344,160000,370200,530200,435000,06/26/2019,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2740,Central Air,1,4,2,1,8,0.344,160000,350800,510800,415000,03/20/2012,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2030,Central Air,1,3,2,1,7,0.344,160000,333000,493000,279950,07/14/2000,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,3249,Central Air,1,3,3,1,10,0.361,160000,451700,611700,0,08/14/2018,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,2062,Central Air,1,3,2,0,6,0.355,160000,342100,502100,279950,06/19/2000,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Good,2030,Central Air,1,3,2,1,7,0.327,160000,378900,538900,562000,11/15/2021,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Good,3038,Central Air,1,4,2,1,9,0.327,160000,403800,563800,473000,06/17/2019,Woodbrook,Jouett,Albemarle,106.01,22,0,1
1999,NA,Average,2079,Central Air,1,3,2,0,7,0.34,160000,325700,485700,269084,10/26/1999,Woodbrook,Jouett,Albemarle,106.01,23,0,1
2000,NA,Average,2740,Central Air,1,4,3,1,10,0.33,160000,364800,524800,299950,06/23/2000,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2003,NA,Average,2696,Central Air,1,5,3,1,11,0.404,160000,393000,553000,342602,10/24/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2013,NA,Average,4563,Central Air,1,4,4,1,9,0.302,160000,649300,809300,115000,04/19/2012,Woodbrook,Jouett,Albemarle,106.01,9,0,1
2003,NA,Average,2754,Central Air,1,4,3,1,9,0.371,160000,411700,571700,514900,04/19/2018,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2001,NA,Average,3414,Central Air,1,4,4,1,10,0.389,160000,511800,671800,395590,03/02/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2000,NA,Average,2878,Central Air,1,5,3,1,11,0.318,160000,412200,572200,442900,04/28/2003,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,3756,Central Air,1,5,4,1,10,0.476,160000,526900,686900,575000,12/28/2007,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2852,Central Air,1,5,3,1,11,0.505,160000,426200,586200,530000,04/19/2017,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,3457,Central Air,1,4,3,1,11,0.519,160000,578400,738400,90000,05/11/2000,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2001,NA,Average,2797,Central Air,1,4,2,1,9,0.501,160000,538900,698900,685000,06/01/2006,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2000,2021,Good,3523,Central Air,1,6,5,0,11,0.468,160000,578300,738300,662500,06/07/2021,Woodbrook,Jouett,Albemarle,106.01,22,1,1
2001,2019,Good,2798,Central Air,1,4,3,1,8,0.466,160000,574100,734100,625000,01/22/2020,Woodbrook,Jouett,Albemarle,106.01,21,1,1
2000,NA,Average,2729,Central Air,1,4,2,1,7,0.658,152000,514300,666300,565000,09/19/2016,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2001,NA,Average,3156,Central Air,1,4,2,1,8,0.414,152000,418100,570100,359950,06/01/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2005,NA,Average,2754,Central Air,1,5,3,1,11,0.31,160000,473300,633300,635000,01/14/2022,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2003,NA,Good,2592,Central Air,1,4,3,1,9,0.344,160000,386700,546700,490000,06/01/2017,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2740,Central Air,1,4,2,1,9,0.344,160000,366400,526400,575000,07/07/2021,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2640,Central Air,1,4,3,1,10,0.344,160000,360200,520200,517500,10/20/2006,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2001,NA,Average,3115,Central Air,1,3,2,1,8,0.344,160000,441700,601700,349950,12/18/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2878,Central Air,1,4,3,1,9,0.344,160000,428600,588600,530000,04/30/2018,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,3004,Central Air,1,4,2,1,9,0.344,160000,390600,550600,457000,04/26/2019,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2834,Central Air,1,5,2,1,9,0.344,160000,389000,549000,334950,12/27/2000,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2000,NA,Average,3344,Central Air,1,3,3,1,9,0.379,160000,460800,620800,0,03/17/2015,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2000,NA,Average,2029,Central Air,1,3,2,0,8,0.379,160000,334200,494200,0,09/25/2002,Woodbrook,Jouett,Albemarle,106.01,22,0,1
2005,NA,Average,3683,Central Air,1,6,3,1,12,0.379,160000,562500,722500,574600,10/29/2004,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2004,NA,Average,2664,Central Air,1,4,3,1,10,0.433,160000,411800,571800,550000,08/08/2008,Woodbrook,Jouett,Albemarle,106.01,18,0,1
2001,2021,Good,2740,Central Air,1,4,2,1,9,0.322,160000,404500,564500,565000,05/20/2021,Woodbrook,Jouett,Albemarle,106.01,21,1,1
2001,NA,Average,2051,Central Air,1,3,2,0,7,0.333,160000,336100,496100,425000,06/05/2015,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2580,Central Air,1,3,3,0,7,0.422,160000,391300,551300,465000,02/27/2018,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2573,Central Air,1,3,3,1,8,0.396,160000,401000,561000,0,12/19/2017,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2004,NA,Average,1999,Central Air,1,4,2,1,7,0.396,160000,346700,506700,307350,09/10/2012,Woodbrook,Jouett,Albemarle,106.01,18,0,1
2002,2016,Good,3090,Central Air,1,4,3,1,8,0.362,160000,500100,660100,535000,05/19/2017,Woodbrook,Jouett,Albemarle,106.01,20,1,1
2003,NA,Average,3695,Central Air,1,4,2,1,8,0.362,160000,492100,652100,0,09/25/2013,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2001,NA,Average,2865,Central Air,2,5,3,1,11,0.362,160000,473700,633700,558000,10/03/2019,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,2016,Good,2848,Central Air,1,3,2,2,7,0.327,160000,564700,724700,695000,10/15/2021,Woodbrook,Jouett,Albemarle,106.01,21,1,1
2001,NA,Average,2266,Central Air,1,4,4,0,10,0.327,160000,530100,690100,560000,06/13/2017,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,3157,Central Air,1,4,2,1,8,0.326,160000,568200,728200,520000,09/09/2014,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2798,Central Air,1,4,4,1,8,0.449,144000,494500,638500,495000,07/12/2010,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2003,NA,Average,2501,Central Air,1,4,2,1,8,0.391,160000,384800,544800,500000,08/30/2012,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2852,Central Air,1,5,3,1,11,0.352,160000,420500,580500,517000,01/03/2019,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2001,NA,Average,3521,Central Air,2,5,4,0,10,0.344,160000,488100,648100,433650,11/19/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2982,Central Air,1,6,3,1,9,0.396,160000,440400,600400,559000,06/25/2018,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2825,Central Air,1,4,3,1,9,0.396,160000,442700,602700,0,12/15/2016,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Good,2852,Central Air,1,5,2,1,13,0.359,160000,450900,610900,515000,07/31/2020,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2002,NA,Average,3628,Central Air,2,5,3,1,12,0.321,160000,533600,693600,0,09/22/2010,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2001,NA,Average,3586,Central Air,4,5,4,0,10,0.399,160000,513200,673200,459718,06/12/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,NA,Average,2975,Central Air,1,4,2,1,9,0.586,160000,387400,547400,334950,03/08/2001,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2002,NA,Average,2878,Central Air,1,4,3,1,11,0.648,160000,408100,568100,376609,06/11/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2001,NA,Average,2858,Central Air,1,5,3,1,11,0.504,160000,461800,621800,680000,07/01/2021,Woodbrook,Jouett,Albemarle,106.01,21,0,1
2001,2021,Good,2618,Central Air,1,5,3,1,8,0.335,160000,407700,567700,623500,06/24/2021,Woodbrook,Jouett,Albemarle,106.01,21,1,1
2003,NA,Average,2696,Central Air,1,4,2,1,9,0.358,160000,375000,535000,463000,10/24/2014,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,2852,Central Air,1,4,3,1,9,0.285,160000,397800,557800,0,01/20/2012,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,2486,Central Air,1,4,3,0,8,0.324,160000,455300,615300,452435,11/21/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,2026,Central Air,1,3,2,1,7,0.442,160000,357500,517500,0,02/10/2004,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2004,NA,Average,3070,Central Air,1,5,3,1,11,0.369,160000,466300,626300,605000,06/16/2010,Woodbrook,Jouett,Albemarle,106.01,18,0,1
2002,NA,Average,3273,Central Air,1,4,3,1,10,0.323,160000,471600,631600,408900,07/03/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,3031,Central Air,1,5,2,1,10,0.369,160000,407900,567900,358481,12/04/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2026,Central Air,1,3,2,1,7,0.406,160000,363100,523100,336475,04/18/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,2834,Central Air,1,5,5,0,11,0.391,160000,477100,637100,560000,08/26/2019,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2005,NA,Average,2440,Central Air,1,4,3,1,8,0.449,144000,360600,504600,NA,01/27/2021,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2003,NA,Average,2696,Central Air,1,4,2,1,8,0.533,160000,392400,552400,525000,06/16/2005,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2828,Central Air,1,6,2,1,10,0.391,160000,442900,602900,535000,07/28/2020,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2005,NA,Average,2900,Central Air,1,3,3,1,8,0.316,160000,446400,606400,433466,05/11/2005,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2003,NA,Average,2579,Central Air,1,3,3,1,8,0.374,160000,390400,550400,459000,04/28/2014,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2740,Central Air,1,4,3,1,9,0.405,160000,373300,533300,484000,04/10/2018,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,2902,Central Air,0,4,2,1,7,0.452,160000,435500,595500,395100,11/25/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,0
2003,NA,Average,2019,Central Air,1,3,2,1,7,0.427,160000,366500,526500,0,02/10/2010,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,2651,Central Air,1,4,2,1,8,0.33,160000,372700,532700,445000,07/17/2013,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,4479,Central Air,1,4,4,1,10,0.325,160000,515000,675000,419515,11/25/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2745,Central Air,1,5,2,1,10,0.335,160000,380800,540800,349950,06/20/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2005,NA,Average,3558,Central Air,1,5,4,0,10,0.287,160000,489800,649800,0,05/03/2021,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2005,NA,Average,3267,Central Air,1,4,3,1,8,0.303,160000,473700,633700,569900,05/24/2013,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2005,NA,Average,4271,Central Air,1,6,5,1,11,0.299,160000,503900,663900,0,03/18/2020,Woodbrook,Jouett,Albemarle,106.01,17,0,1
2003,NA,Average,3516,Central Air,1,5,5,0,11,0.348,168000,525500,693500,554000,06/27/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2833,Central Air,1,5,3,1,11,0.531,176000,422900,598900,540000,08/31/2006,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,3341,Central Air,1,5,4,1,10,1.038,176000,619000,795000,679200,01/14/2019,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2678,Central Air,1,5,3,1,11,0.834,176000,392600,568600,392982,09/26/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2890,Central Air,1,4,3,1,7,0.557,176000,472300,648300,680000,06/01/2021,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,3210,Central Air,1,5,4,1,10,0.714,176000,481500,657500,461200,08/22/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,4104,Central Air,1,6,5,1,11,0.767,176000,627400,803400,675000,07/12/2010,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,3492,Central Air,1,5,4,0,10,0.679,176000,464100,640100,590000,12/10/2009,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2847,Central Air,1,6,4,1,10,0.732,168000,470300,638300,467923,11/13/2002,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,3372,Central Air,1,4,3,1,8,0.711,159600,540800,700400,476705,04/25/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2004,NA,Average,3176,Central Air,1,4,3,1,9,0.427,156800,446100,602900,534000,04/04/2008,Woodbrook,Jouett,Albemarle,106.01,18,0,1
2002,NA,Average,3092,Central Air,1,6,4,1,10,0.616,168000,521300,689300,619900,12/18/2019,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,3230,Central Air,1,4,3,1,9,0.783,159600,509900,669500,609000,01/13/2021,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,3344,Central Air,1,4,4,1,10,0.997,176000,515800,691800,550000,02/04/2016,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2002,NA,Average,2878,Central Air,1,5,3,1,11,0.917,160000,411300,571300,0,12/28/2015,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2003,NA,Average,3794,Central Air,1,6,5,0,10,0.452,160000,615800,775800,695000,09/30/2021,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2003,NA,Average,2842,Central Air,1,5,2,1,10,0.508,160000,408900,568900,417466,03/28/2003,Woodbrook,Jouett,Albemarle,106.01,19,0,1
2002,NA,Average,2859,Central Air,1,3,2,1,7,0.425,160000,501500,661500,480000,03/29/2004,Woodbrook,Jouett,Albemarle,106.01,20,0,1
2006,NA,Average,3191,Central Air,1,5,3,1,9,0.514,145000,525700,670700,640000,11/15/2021,Hollymead,Sutherland,Albemarle,103,16,0,1
2005,NA,Average,2810,Central Air,1,4,3,1,10,0.492,145000,420500,565500,525000,07/29/2020,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,3119,Central Air,1,5,3,1,11,0.462,145000,479300,624300,570000,07/06/2007,Hollymead,Sutherland,Albemarle,103,17,0,1
2006,NA,Average,3065,Central Air,1,5,3,1,9,0.459,145000,512400,657400,629900,11/30/2006,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,3214,Central Air,1,5,3,1,11,0.459,145000,528900,673900,625000,05/11/2018,Hollymead,Sutherland,Albemarle,103,16,0,1
2005,NA,Average,3455,Central Air,2,5,5,0,12,0.459,145000,572300,717300,635000,02/03/2020,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,3434,Central Air,1,5,5,0,12,0.459,145000,574900,719900,640000,06/22/2006,Hollymead,Sutherland,Albemarle,103,17,0,1
2006,NA,Average,4054,Central Air,1,5,4,1,12,0.66,145000,704500,849500,765000,08/18/2021,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,2598,Central Air,1,4,3,2,12,0.605,145000,445000,590000,559900,06/07/2007,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,3458,Central Air,1,4,5,0,12,0.623,145000,588000,733000,690000,04/02/2018,Hollymead,Sutherland,Albemarle,103,16,0,1
2005,NA,Average,2986,Central Air,1,5,3,1,11,0.594,145000,487200,632200,0,04/04/2017,Hollymead,Sutherland,Albemarle,103,17,0,1
2006,NA,Average,2852,Central Air,1,4,3,1,9,0.569,145000,567700,712700,675000,11/29/2018,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,2024,Central Air,1,3,3,0,7,0.682,145000,479700,624700,0,04/03/2006,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,3096,Central Air,1,4,2,1,10,0.491,145000,483200,628200,674000,08/10/2021,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,3450,Central Air,1,5,3,0,12,0.459,145000,590800,735800,620000,10/22/2015,Hollymead,Sutherland,Albemarle,103,16,0,1
2006,NA,Average,3169,Central Air,1,4,4,1,10,0.461,145000,526300,671300,590000,05/26/2010,Hollymead,Sutherland,Albemarle,103,16,0,1
2007,NA,Average,2598,Central Air,1,4,3,1,11,0.479,145000,492500,637500,0,01/20/2022,Hollymead,Sutherland,Albemarle,103,15,0,1
2011,NA,Average,2778,Central Air,1,4,3,1,11,0.491,145000,507600,652600,584000,06/30/2014,Hollymead,Sutherland,Albemarle,103,11,0,1
2011,NA,Average,2615,Central Air,1,4,2,1,10,0.465,145000,445500,590500,540000,05/07/2018,Hollymead,Sutherland,Albemarle,103,11,0,1
2009,NA,Average,3004,Central Air,1,4,4,1,12,0.477,145000,572200,717200,675000,08/24/2016,Hollymead,Sutherland,Albemarle,103,13,0,1
2010,NA,Average,2609,Central Air,1,4,3,1,8,0.461,145000,448700,593700,605000,02/08/2021,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3318,Central Air,1,4,2,2,9,0.461,145000,558000,703000,621000,03/05/2014,Hollymead,Sutherland,Albemarle,103,12,0,1
2011,NA,Average,2609,Central Air,1,4,3,1,8,0.461,145000,448200,593200,0,06/03/2021,Hollymead,Sutherland,Albemarle,103,11,0,1
2010,NA,Average,3350,Central Air,1,4,4,1,11,0.459,145000,626700,771700,655000,06/23/2011,Hollymead,Sutherland,Albemarle,103,12,0,1
2009,NA,Average,3099,Central Air,1,4,3,0,8,0.459,145000,518400,663400,599000,08/11/2017,Hollymead,Sutherland,Albemarle,103,13,0,1
2008,NA,Average,2872,Central Air,1,4,3,1,9,0.46,145000,512800,657800,532000,12/21/2012,Hollymead,Sutherland,Albemarle,103,14,0,1
2007,NA,Average,3450,Central Air,1,4,5,0,11,0.485,145000,605400,750400,0,06/19/2008,Hollymead,Sutherland,Albemarle,103,15,0,1
2007,NA,Average,2502,Central Air,1,3,2,0,9,0.508,145000,453100,598100,560125,03/30/2007,Hollymead,Sutherland,Albemarle,103,15,0,1
2007,NA,Average,3291,Central Air,1,4,3,0,8,0.459,145000,512100,657100,660000,08/31/2021,Hollymead,Sutherland,Albemarle,103,15,0,1
